N_umber,Loc_cluster_IPA,Dir_IPA,Loc_cluster,Form,Sample_1,Source,Spatial
1513,ɬ,ku,лъ,хху́нххулалъику,sample,AA,no
1514,ɬ,ku,лъ,бакьаралъи́ку,х,AA,yes
1515,ɬ,ku,лъ,бакьаралъи́ку,sample,AA,yes
1516,ɬ,ku,лъ,бичилъи́ку,sample,AA,yes
1517,ɬ,ku,лъ,законалъи́ку,sample,AA,no
1518,ɬ,ku,лъ,заманалъи́ку,sample,AA,no_time
1519,ɬ,ku,лъ,заманалъи́ку,х,AA,no_time
1520,ɬ,ku,лъ,заманалъи́ку,х,AA,no_time
1521,ɬ,ku,лъ,лълъенилъи́ку,sample,AA,yes 
1522,ɬ,ku,лъ,мисидалъи́ку,sample,AA,yes
1523,ɬ,ku,лъ,радивалъи́ку,sample,AA,no_sense
1524,ɬ,ku,лъ,ссппиртилъи́ку,sample,AA,unclear
1525,ɬ,ku,лъ,телепоналъи́ку,х,AA,no
1526,ɬ,ku,лъ,хъучилъи́ку,sample,AA,no
1527,ɬ,ku,лъ,цIцIороберде́лъинуку,sample,AA,no_sense
1528,ɬ,ku,лъ,лълъенилъи́нуку,sample,AA,yes
1529,ɬ,ku,лъ,лълъенилъи́нуку,х,AA,yes
1530,ɬ,ku,лъ,лълъенилъи́нуку,х,AA,yes
1531,ɬ,ku,лъ,шагьарилъи́нуку,sample,AA,yes
1532,ɬː,ku,лълъ,бакьи́лълъаку,х,AA,yes
1533,ɬː,ku,лълъ,турбалалълъику,sample,AA,yes
1534,ɬː,ku,лълъ,гьа́будалълъуку,sample,AA,no
1535,ɬː,ku,лълъ,муцIцIилълъуку,sample,AA,yes
1536,ɬː,ku,лълъ,чанта́лълъуку,х,AA,yes
1537,ɬː,ku,лълъ,бешеналълъу́ку,х,AA,yes
1538,ɬ,ku,лъ,Гуржи́йалъуку,sample,AA,yes
1539,ɬ,ku,лъ,гьа́гъихабулъуку,sample,AA,yes
1540,ɬ,ku,лъ,гьеберссабалъилъуку,х,AA,unclear
1541,ɬ,ku,лъ,йа́щикІалъуку,sample,AA,yes
1542,ɬ,ku,лъ,къегьеналъу́ку,х,AA,yes
1543,u,ku,у,амбу́руку,х,AA,yes
1544,u,ku,у,микъуку́да,sample,AA,no
1545,u,ku,у,ми́къукуда,х,AA,no
1546,u,ku,у,ми́къукуда,х,AA,no
1547,u,ku,у,ми́къукуда,х,AA,no
1548,χ,ku,х,гъи́жихику,sample,AA,yes
1549,χ,ku,х,гьеъе́хику,sample,AA,yes
1550,χ,ku,х,гьингура́хику,sample,AA,yes
1551,χ,ku,х,ми́ардахику,х,AA,yes
1552,χ,ku,х,ми́ъардахику,sample,AA,unclear
1553,χ,ku,х,миъа(р)дахи́ку,х,AA,unclear
1554,q,ku,хъ,ишхъе́ку,х,AA,yes
1555,č,ku,чI,къинда́чIвеку,sample,AA,yes
1556,č,ku,чI,къиндачIве́ку,sample,AA,yes
1557,č,ku,чI,тIоргу́далучIику,sample,AA,no
1558,č,ku,чI,а́рсичIуку,sample,AA,no
1559,č,ku,чI,буккихаблIчIуку,sample,AA,unclear
1560,č,ku,чI,вашащу́чIуку,sample,AA,no
1561,č,ku,чI,вашащу́чIуку,sample,AA,no
1562,č,ku,чI,гIумуручIуку,х,AA,no
1563,č,ku,чI,гIу́муручIуку,sample,AA,no
1564,č,ku,чI,гІу́муручIуку,sample,AA,no
1565,č,ku,чI,гьамахичIуку,sample,AA,yes
1566,č,ku,чI,гьпмалигъзабалъи́чIуку,sample,AA,yes
1567,č,ku,чI,иму́чIуку,sample,AA,no_POSS
1568,č,ku,чI,кIвахIали́рчIуку,sample,AA,no
1569,č,ku,чI,катIу́чIуку,sample,AA,yes
1570,č,ku,чI,машиначIуку,sample,AA,yes
1571,č,ku,чI,налІичIуку,sample,AA,no
1572,č,ku,чI,палIи́чIуку,х,AA,unclear
1573,č,ku,чI,рашу́чIуку,sample,AA,no
1574,č,ku,чI,сагIа́тачIукула,sample,AA,no
1575,č,ku,чI,саи́рчIуку,sample,AA,no
1576,č,ku,чI,тушмана́чIуку,sample,AA,no
1577,č,ku,чI,цIа́йчIуку,sample,AA,no
1578,č,ku,чI,ада́мичIу́ку,sample,AA,no_POSS
1579,č,ku,чI,халкъичIу́ку,sample,AA,unclear
1580,č,ku,чI,инсса́чІвеку,sample,AA,yes 
1581,č,ku,чI,инххи́чІвеку,х,AA,yes
1582,č,ku,чI,кІатучІве́ку,sample,AA,yes
1583,č,ku,чI,макIва́чІеку,sample,AA,yes
1584,č,ku,чI,бо́мбачІуку,sample,AA,no
1585,č,ku,чI,ваба́гІачІуку,sample,AA,no
1586,č,ku,чI,гощучӀуку,sample,AA,no
1587,č,ku,чI,дичӀуку,sample,AA,no
1588,č,ku,чI,зи́начІуку,sample,AA,no_POSS
1589,č,ku,чI,иму́чІуку,sample,AA,no
1590,č,ku,чI,къвари́лъичІуку,sample,AA,no
1591,č,ku,чI,мучу́лачІуку,sample,AA,unclear
1592,č,ku,чI,нā́лъичІуку,sample,AA,no
1593,č,ku,чI,по́ездачІуку,sample,AA,yes
1594,č,ku,чI,ссу́нтIичІуку,х,AA,unclear
1595,č,ku,чI,хиза́начІуку,sample,AA,no
1596,č,ku,чI,хІатІи́кІаничІуку,sample,AA,yes
1597,č,ku,чI,цІа́йчІуку,sample,AA,no
1598,NA,ku,NA,гьа́дику,х,AA,yes
1599,e,ku,е,мусе-мусеку,sample,SA,yes
1600,ɬ,NA,лъ,макьилъи,sample,SA,no_metaph
1601,ɬ,NA,лъ,абтаручкалъи,sample,SA,yes
1602,ɬ,NA,лъ,абтекалъи,sample,SA,yes
1603,ɬ,NA,лъ,аваданабирлъи,sample,SA,no
1604,ɬ,NA,лъ,августалъи,sample,SA,no_time
1605,ɬ,NA,лъ,августалъи,х,SA,no_time
1606,ɬ,NA,лъ,гьантIукIалъи,sample,SA,no_sense
1607,ɬ,NA,лъ,адийалилъи,sample,SA,yes
1608,ɬ,NA,лъ,инццилъи,sample,SA,unclear
1609,ɬ,NA,лъ,кIилулъи,sample,SA,yes
1610,ɬ,NA,лъ,ххунххулалъи,sample,SA,yes
1611,ɬ,NA,лъ,анзилалъи ,sample,SA,yes
1612,ɬ,NA,лъ,гарадокилъи,sample,SA,yes
1613,ɬ,NA,лъ,апрелалъи,sample,SA,no_time
1614,ɬ,NA,лъ,маквалъи,sample,SA,yes
1615,ƛʼ,NA,кь,ахикьи,sample,SA,yes
1616,ɬ,NA,лъ,къегьеналъи,sample,SA,yes
1617,ɬ,NA,лъ,байлъи,sample,SA,yes
1618,ɬ,NA,лъ,байлъи,х,SA,yes
1619,ɬ,NA,лъ,байлъи,х,SA,yes
1620,ɬ,NA,лъ,байлъи,х,SA,yes
1621,ɬ,NA,лъ,байлъи,х,SA,yes
1622,ɬ,NA,лъ,лълъенилъи ,х,SA,yes
1623,ɬ,NA,лъ,гьецIилалъи,sample,SA,yes
1624,q,a,хъ,ишхъа,х,SA,yes
1625,NA,a,NA,бекьа,sample,SA,yes
1626,ɬ,NA,лъ,балницалъи,х,SA,yes
1627,ɬ,NA,лъ,балницалъи,sample,SA,yes
1628,ɬ,NA,лъ,мигъулалъи,sample,SA,yes
1629,ɬ,NA,лъ,баранлъи,х,SA,no_time
1630,NA,NA,NA,мигъулади,sample,SA,yes
1631,ɬ,NA,лъ,пара-паралъи,sample,SA,no_time
1632,ɬ,NA,лъ,кIилулъи,sample,SA,no
1633,ɬ,NA,лъ,рушалъи,sample,SA,yes
1634,ɬ,NA,лъ,мадрасалъи,sample,SA,no_metaph
1635,ɬ,NA,лъ,гьунчIалъи,sample,SA,no
1636,ɬ,NA,лъ,зивлъи,sample,SA,no_time
1637,ɬ,NA,лъ,гьакьилъи,sample,SA,no_time
1638,ɬː,NA,лълъ,д)лълъи,sample,SA,no
1639,ɬː,NA,лълъ,амбурайлълъи,sample,SA,no
1640,q,NA,хъ,михъи,х,SA,yes
1641,ɬ,NA,лъ,рухьулъи,sample,SA,yes
1642,ɬ,NA,лъ,бекIуналъи,sample,SA,no
1643,ƛʼ,a,кь,ахикьа,х,SA,yes
1644,ƛʼ,a,кь,ахикьа,х,SA,yes
1645,ƛʼ,a,кь,микъаракьа,х,SA,yes
1646,NA,a,NA,бекьа,х,SA,yes
1647,NA,a,NA,бекьа,х,SA,yes
1648,NA,a,NA,бекьа,х,SA,yes
1649,ƛʼ,a,кь,ахикьа,х,SA,yes
1650,ƛʼ,a,кь,ахикьа,х,SA,yes
1651,ƛʼ,a,кь,гьикьа ,х,SA,no
1652,ƛʼ,a,кь,цIекIабакьа,sample,SA,yes
1653,unclear,a,unclear,микъала,sample,SA,yes
1654,χ,NA,х,цIекIабахи,sample,SA,yes
1655,ɬ,NA,лъ,цIекIулъи,sample,SA,yes
1656,ɬ,NA,лъ,цIекIулъи,sample,SA,yes
1657,ɬ,NA,лъ,хIаргъалъи,sample,SA,yes
1658,χ,NA,х,цIекIабахи,sample,SA,yes
1659,č,NA,чI,кIатучIу,sample,SA,no_POSS
1660,ɬ,NA,лъ,цIцIекIулъи,х,SA,yes
1661,ƛʼ,a,кь,гьикьа,х,SA,yes
1662,ƛʼ,a,кь,гьикьа,х,SA,no
1663,ƛʼ,a,кь,гьикьа,х,SA,yes
1664,ƛʼ,a,кь,гьикьа,х,SA,yes
1665,ƛʼ,a,кь,гьикьа,х,SA,yes
1666,ƛʼ,a,кь,гьикьа,х,SA,yes
1667,ƛʼ,a,кь,гьикьа,х,SA,no
1668,ƛʼ,a,кь,гьикьа,х,SA,no
1669,ƛʼ,a,кь,микъаракьа,sample,SA,no_sense
1670,ƛʼ,NA,кь,микъаракьи ,sample,SA,yes
1671,ƛʼ,a,кь,нукабакьа,х,SA,yes
1672,ƛʼ,a,кь,нукабакьа,sample,SA,yes
1673,ƛʼ,a,кь,гьикьа,sample,SA,yes
1674,ƛʼ,a,кь,решинакьа,sample,SA,no_sense
1675,ƛʼ,a,кь,решинакьа,х,SA,yes
1676,ƛʼ,a,кь,решинакьа,х,SA,yes
1677,ƛʼ,a,кь,решинакьа,х,SA,yes
1678,ƛʼ,a,кь,гьикьа,sample,AA,yes
1679,NA,a,NA,бекьа,sample,SA,yes
1680,ƛʼ,a,кь,хIаркъикьа ,sample,SA,no
1681,χ,NA,х,гьущухи,sample,SA,no
1682,č,NA,чI,гьущучIу,sample,SA,no
1683,ƛʼ,a,кь,цIекIабакьа,sample,SA,yes
1684,ɬ,ku,лъ,кьучIчIалъику,sample,SA,yes
1685,q,a,хъ,ишхъа,х,SA,yes
1686,q,a,хъ,ишхъа,х,SA,yes
1687,q,a,хъ,ишхъа,х,SA,yes
1688,q,a,хъ,ишхъа,х,SA,yes
1689,q,a,хъ,ишхъа,х,SA,yes
1690,q,a,хъ,ишхъа,х,SA,yes
1691,q,a,хъ,ишхъа,х,SA,yes
1692,NA,a,NA,бесхъа ,х,SA,yes
1693,NA,a,NA,бесхъа ,х,SA,yes
1694,NA,a,NA,бесхъа ,х,SA,no_time
1695,q,a,хъ,ишхъа,х,SA,yes
1696,q,a,хъ,ишхъа ,х,SA,yes
1697,NA,a,NA,бесхъа ,х,SA,yes
1698,NA,a,NA,бесхъа,х,SA,no_time
1699,q,a,хъ,ишхъа ,х,SA,yes
1700,NA,a,NA,бесхъа,х,SA,unclear
1701,q,a,хъ,цIахъа ,х,SA,yes 
1702,q,a,хъ,ишхъа,х,SA,yes 
1703,q,a,хъ,ишхъа,х,SA,yes 
1704,q,a,хъ,ишхъа,х,SA,yes 
1705,q,a,хъ,ишхъа,х,SA,yes 
1706,q,a,хъ,ишхъа,х,SA,yes 
1707,q,a,хъ,ишхъа,х,SA,yes 
1708,q,a,хъ,ишхъа,х,SA,yes 
1709,NA,a,NA,бесхъа,х,SA,no_time
1710,q,a,хъ,ишхъа,х,SA,yes 
1711,q,a,хъ,ишхъа,х,SA,yes 
1712,q,a,хъ,ишхъа,х,SA,yes 
1713,q,a,хъ,ишхъа,х,SA,yes 
1714,q,a,хъ,ишхъа,х,SA,yes 
1715,q,a,хъ,ишхъа,х,SA,yes
1716,q,a,хъ,ишхъа,х,SA,yes
1717,χ,NA,х,гьущухи,х,SA,no
1718,NA,a,NA,весхъа,х,SA,no_sense
1719,q,a,хъ,ишхъа,х,SA,yes
1720,ɬ,NA,лъ,зивлъи,sample,SA,no_time
1721,q,a,хъ,цIахъа ,х,SA,yes
1722,q,NA,хъ,цIахъи,sample,SA,yes
1723,q,NA,хъ,цIахъи,х,SA,yes
1724,q,NA,хъ,цIахъи,х,SA,yes
1725,χ,a,х,ищиха,х,SA,yes
1726,χ,a,х,ищиха,х,SA,yes
1727,χ,a,х,илуха ,sample,SA,yes
1728,χ,a,х,диха,sample,SA,no_POSS
1729,χ,a,х,бēбаха,х,SA,yes
1730,χ,NA,х,бēбахи,sample,SA,yes
1731,χ,a,х,цIцIеруха,sample,SA,no
1732,χ,a,х,кIвахIаллъовщуха,sample,SA,yes
1733,χ,a,х,кIвахIаллъовщуха,sample,SA,yes
1734,χ,a,х,ищиха,х,SA,yes
1735,χ,a,х,беххиларха ,sample,SA,no
1736,χ,a,х,беххиларха ,х,SA,no
1737,χ,a,х,беххиларха ,х,SA,no
1738,χ,a,х,ваццуха,sample,SA,no_POSS
1739,χ,a,х,къегьемаха,sample,SA,yes
1740,χ,a,х,бекьараха,х,SA,yes
1741,χ,a,х,биштиха ,sample,SA,no_POSS
1742,χ,a,х,гьущуха,sample,SA,no_POSS
1743,χ,a,х,гьекIуха,sample,SA,yes
1744,χ,a,х,диха,х,SA,no_POSS
1745,χ,a,х,ищиха,х,SA,yes
1746,χ,a,х,гьущуха,х,SA,yes
1747,χ,a,х,гьалмагъиха,sample,SA,yes
1748,χ,a,х,гьулуха,sample,SA,yes
1749,χ,NA,х,гьулухе,sample,SA,yes
1750,χ,a,х,гьудулзабалъиха,sample,SA,yes
1751,χ,a,х,гьанеха,sample,SA,yes
1752,χ,a,х,илIиха,sample,SA,yes
1753,χ,a,х,Ингушалуха,sample,SA,yes
1754,χ,a,х,гъабирха,sample,SA,no
1755,χ,a,х,гъабирха,х,SA,no
1756,χ,a,х,гъабирха,х,SA,no
1757,χ,a,х,гъабирха,х,SA,no
1758,χ,a,х,ищиха,х,SA,yes
1759,χ,a,х,гъижиха,х,SA,yes
1760,χ,NA,х,гъижихи,sample,SA,yes
1761,χ,a,х,духа,sample,SA,no_POSS
1762,χ,a,х,макIилуха ,sample,SA,no
1763,χ,a,х,илуха ,х,SA,yes
1764,χ,a,х,гIагарлъиха,х,SA,yes
1765,χ,a,х,биштиха ,х,SA,yes
1766,χ,a,х,диха,sample,SA,yes
1767,χ,a,х,гьалмагъзабалъиха,sample,SA,yes
1768,χ,a,х,завхозаха,sample,SA,no_POSS
1769,χ,a,х,ищиха,х,SA,yes
1770,e,NA,е,зама-замане,sample,SA,no_time
1771,χ,a,х,заместителиха,sample,SA,no_POSS
1772,χ,a,х,ищиха,х,SA,yes
1773,χ,a,х,ищиха,х,SA,yes
1774,χ,a,х,илIиха,sample,SA,yes
1775,χ,NA,х,ищихе,sample,SA,yes
1776,χ,a,х,ищиха,sample,SA,yes
1777,χ,a,х,цIцIеруха,sample,SA,no
1778,χ,a,х,диха,х,SA,no_POSS
1779,χ,a,х,бищтиха,х,SA,yes
1780,χ,a,х,индуха,sample,SA,yes
1781,χ,a,х,индуха,х,SA,yes
1782,χ,a,х,гьущуха,х,SA,no_POSS
1783,χ,a,х,инщуха,sample,SA,no_POSS
1784,χ,a,х,диха,х,SA,no_POSS
1785,χ,a,х,диха,х,SA,no_POSS
1786,χ,a,х,ищиха,sample,SA,no_POSS
1787,χ,a,х,чIчIидураха,sample,SA,no_sense
1788,χ,a,х,кванараха,sample,SA,yes
1789,e,NA,е,кванаре,sample,SA,yes
1790,q,NA,хъ,ишхъе,sample,SA,yes
1791,χ,a,х,мадухалиха,sample,SA,yes
1792,χ,a,х,ищиха,х,SA,yes
1793,χ,a,х,ищиха,х,SA,yes
1794,χ,a,х,ищиха,х,SA,yes
1795,χ,a,х,биштиха ,х,SA,yes
1796,χ,a,х,къватIуха,sample,SA,no
1797,χ,a,х,духа ,х,SA,yes
1798,χ,a,х,духа ,х,SA,yes
1799,χ,a,х,гьеэха,х,SA,yes
1800,χ,a,х,духа ,х,SA,yes
1801,χ,a,х,гьачIчIаха,sample,SA,yes
1802,χ,a,х,гьущуха ,sample,SA,no_POSS
1803,χ,a,х,каласабаха,sample,SA,yes
1804,χ,a,х,духа ,х,SA,yes
1805,ɬ,NA,лъ,калассалъи,sample,SA,yes
1806,χ,a,х,ищиха,х,SA,yes
1807,NA,a,NA,муха,х,SA,no_metaph
1808,χ,a,х,ищиха,х,SA,yes
1809,χ,a,х,диха,sample,SA,no_POSS
1810,χ,a,х,наниха,sample,SA,no
1811,χ,a,х,нукабаха,sample,SA,yes
1812,χ,a,х,нукабаха,х,SA,yes
1813,χ,a,х,нукабдаха,sample,SA,unclear
1814,χ,a,х,гьеэха ,sample,SA,yes
1815,χ,a,х,реабаха,sample,SA,no
1816,χ,a,х,диха,sample,SA,no
1817,χ,a,х,илуха ,sample,SA,yes
1818,χ,a,х,мадухалзабалъиха,sample,SA,yes
1819,χ,a,х,диха,sample,SA,yes
1820,χ,a,х,гьингураха,sample,SA,yes
1821,χ,a,х,цIцIеруха,х,SA,no
1822,χ,a,х,адамиха ,sample,SA,no
1823,χ,a,х,диха,sample,SA,no
1824,χ,a,х,рекъеха,sample,SA,no_sense
1825,χ,a,х,гьачIчIаха,х,SA,yes
1826,χ,a,х,ищиха,х,SA,yes
1827,χ,a,х,цIцIеруха,х,SA,no
1828,χ,a,х,чIидураха,х,SA,no_sense
1829,χ,a,х,биштиха ,х,SA,yes
1830,χ,a,х,биштиха ,х,SA,yes
1831,χ,a,х,чIчIидураха,sample,SA,yes
1832,χ,a,х,чIчIидураха,х,SA,yes
1833,χ,a,х,чIчIидураха,х,SA,yes
1834,χ,a,х,гьущуха,sample,SA,no
1835,χ,a,х,биштиха,х,SA,yes
1836,χ,a,х,илIиха ,sample,SA,yes
1837,χ,a,х,гьущуха ,х,SA,yes
1838,χ,a,х,ищиха,х,SA,yes
1839,χ,a,х,гьеэха ,х,SA,yes
1840,χ,a,х,беххииларха,х,SA,no
1841,χ,a,х,чIикварирха,х,SA,no
1842,χ,a,х,имуха,sample,SA,unclear
1843,č,NA,чI,дýчIу,х,SA,yes
1844,č,NA,чI,ракIварчIу,sample,SA,unclear
1845,č,NA,чI,ищичIу,sample,SA,no_POSS
1846,č,NA,чI,ракIварчIу,sample,SA,no
1847,č,NA,чI,макIичIу,sample,SA,yes
1848,č,NA,чI,голълъичIу,sample,SA,no_POSS
1849,č,NA,чI,дучIу,sample,SA,no
1850,č,NA,чI,машиначIу,sample,SA,yes
1851,č,NA,чI,дичIу,sample,SA,no  
1852,č,NA,чI,гьущучIу,sample,SA,no  
1853,č,NA,чI,хвайичIу,sample,SA,yes
1854,č,NA,чI,голълъичIу,sample,SA,no
1855,č,NA,чI,гощучIу ,sample,SA,no
1856,č,NA,чI,ракIварчIу,sample,SA,unclear
1857,č,NA,чI,дичIу,sample,SA,no_POSS
1858,č,NA,чI,унсечIу,sample,SA,no
1859,č,NA,чI,дучIу,х,SA,no_POSS
1860,č,NA,чI,дучIу,х,SA,unclear
1861,č,NA,чI,адамалучIу,sample,SA,yes
1862,č,NA,чI,дичIу,sample,SA,yes
1863,č,NA,чI,дичIу ,sample,SA,no_POSS
1864,č,NA,чI,мухучIу,sample,SA,no
1865,č,NA,чI,адамалучIу,sample,SA,no
1866,č,NA,чI,ищичIу,sample,SA,no
1867,č,NA,чI,дичIу,sample,SA,no
1868,č,NA,чI,бацIачIу,sample,SA,no
1869,č,NA,чI,гощуйчIу,sample,SA,no
1870,č,NA,чI,голълъичIу,sample,SA,no_POSS
1871,č,NA,чI,маркIачIу,х,SA,no_time
1872,č,NA,чI,зурзунчичIу ,sample,SA,yes
1873,č,NA,чI,гьущучIу ,х,SA,no_POSS
1874,č,NA,чI,инщучIу ,sample,SA,no_POSS
1875,č,NA,чI,гьулълъичIу,sample,SA,no
1876,č,NA,чI,гощучIу,sample,SA,no
1877,č,NA,чI,зинēчIу,sample,SA,no
1878,č,NA,чI,гьущучIу,х,SA,no_POSS
1879,č,NA,чI,илIичIу ,sample,SA,unclear
1880,č,NA,чI,гощучIу,sample,SA,no
1881,č,NA,чI,макIичIу ,sample,SA,no
1882,č,NA,чI,гьущучIу,sample,SA,no
1883,č,NA,чI,шишачIу,sample,SA,yes
1884,č,NA,чI,турбабалъичIу,sample,SA,yes__no
1885,č,NA,чI,дичIу,х,SA,no
1886,č,NA,чI,дучIу ,sample,SA,unclear
1887,č,NA,чI,дучIу ,х,SA,no_POSS
1888,č,NA,чI,гьулълъичIу,sample,SA,no_POSS
1889,č,NA,чI,гьулълъичIу,х,SA,no_POSS
1890,č,NA,чI,ракIварчIу,х,SA,no
1891,č,NA,чI,маркIачIу,х,SA,no_time
1892,č,NA,чI,маркIачIу,х,SA,no_time
1893,č,NA,чI,машиначIу,sample,SA,yes
1894,č,NA,чI,дучIу,х,SA,no_POSS
1895,č,NA,чI,голълъичIу,х,SA,no
1896,č,NA,чI,буцIцIачIу,sample,SA,yes
1897,č,NA,чI,машиначIу,х,SA,yes
1898,č,NA,чI,макIилучIу,sample,SA,no
1899,č,NA,чI,окочIу,sample,SA,yes
1900,č,NA,чI,окочIу,sample,SA,yes
1901,č,NA,чI,дичIу ,х,SA,no
1902,č,NA,чI,дYчIу,х,SA,no
1903,č,NA,чI,дичIу,sample,SA,no_POSS
1904,č,NA,чI,рушичIу,sample,SA,no
1905,č,NA,чI,поездачIу,sample,SA,yes
1906,č,NA,чI,зиначIу,sample,SA,no_POSS
1907,č,NA,чI,ракIварчIу,sample,SA,unclear
1908,č,NA,чI,унсечIу,sample,SA,yes
1909,č,NA,чI,самалйотичIу,sample,SA,yes
1910,č,NA,чI,самасваличIу,sample,SA,yes
1911,č,NA,чI,гьулъичIу,sample,SA,no_POSS
1912,č,NA,чI,гьулълъичIу ,sample,SA,no_POSS
1913,č,NA,чI,канвертачIу,sample,SA,yes
1914,č,NA,чI,гьущучIу ,х,SA,no
1915,č,NA,чI,дучIу,sample,SA,no_POSS
1916,č,NA,чI,гьущучIу ,sample,SA,no_POSS
1917,č,NA,чI,голълъичIу ,sample,SA,no
1918,č,NA,чI,унсечIу,х,SA,no
1919,č,NA,чI,макIичIу,sample,SA,no
1920,č,NA,чI,гIолохъабалъичIу,sample,SA,no
1921,ɬ,NA,лъ,ццибурулъи,х,SA,no_time
1922,č,NA,чI,макIичIу,sample,SA,no
1923,č,NA,чI,дичIу,х,SA,no
1924,č,NA,чI,дичIу,х,SA,no
1925,č,NA,чI,дучIу ,х,SA,no_POSS
1926,č,NA,чI,салабалъичIу ,sample,SA,yes
1927,č,NA,чI,кIатучIу,sample,SA,no
1928,č,NA,чI,дичIу,х,SA,no
1929,č,NA,чI,гьущучIу ,х,SA,no
1930,č,NA,чI,эргъваначIу,sample,SA,unclear
1931,č,NA,чI,къуркъучIу,sample,SA,yes
1932,č,NA,чI,гощучIу ,sample,SA,no
1933,č,NA,чI,имучIу,х,SA,unclear
1934,NA,a,NA,хьваъа,sample,SA,yes
1935,q,NA,хъ,ишхъе ,х,SA,yes
1936,ɬ,NA,лъ,адийалалъи,х,SA,yes
1937,ɬ,NA,лъ,реулъи,sample,SA,yes
1938,ɬ,NA,лъ,рушилъи,sample,SA,yes
1939,ɬ,NA,лъ,рикьилъи,х,SA,yes
1940,ɬ,NA,лъ,бехъалъи,sample,SA,yes
1941,ɬ,NA,лъ,бертинлъи,sample,SA,no
1942,ɬ,a,лъ,каласалъи,х,SA,no_metaph
1943,ɬ,NA,лъ,ццибурулъи,х,SA,no_time
1944,ɬ,NA,лъ,школалъи,sample,SA,yes
1945,ɬ,NA,лъ,мухулъи,sample,SA,no
1946,ɬ,NA,лъ,жил'алъи,sample,SA,yes
1947,ɬ,NA,лъ,зивлъи,sample,SA,no_time
1948,ɬ,NA,лъ,щакъилъи,sample,SA,yes
1949,ɬ,NA,лъ,лIирлIалъи,sample,SA,yes
1950,ɬ,NA,лъ,рēбулъи,sample,SA,no_time
1951,ɬ,NA,лъ,буйлъи,sample,SA,no
1952,ɬ,NA,лъ,кассалъи,sample,SA,yes
1953,ɬ,NA,лъ,постилъи,sample,SA,unclear
1954,ɬ,NA,лъ,гаражалъи,sample,SA,yes
1955,ɬ,NA,лъ,къенулъи,х,SA,no_time
1956,ɬ,NA,лъ,биччилъи,sample,SA,yes
1957,ɬ,NA,лъ,дарццилъи,sample,SA,no
1958,ɬ,NA,лъ,бертинлъи,х,SA,no
1959,ɬ,NA,лъ,къенулъи,х,SA,no_time
1960,ɬ,NA,лъ,ссагIаталъи,sample,SA,no_time
1961,ɬ,NA,лъ,газилъи,sample,SA,no_metaph
1962,ɬ,NA,лъ,гарассалъи,sample,SA,yes
1963,ɬ,NA,лъ,гизулъи,sample,SA,yes
1964,ɬ,NA,лъ,ццибурулъи,х,SA,no_time
1965,ɬ,NA,лъ,лълъенилъи,х,SA,yes 
1966,ɬ,NA,лъ,жилалъи,х,SA,yes
1967,ɬ,NA,лъ,гьалалъи,sample,SA,yes
1968,ɬ,NA,лъ,гьанкIвалъи,х,SA,yes
1969,ɬ,NA,лъ,хъучибалъилъи,sample,SA,yes
1970,ɬ,NA,лъ,машиналъи,sample,SA,yes
1971,ɬ,NA,лъ,нукулъи,sample,SA,yes
1972,ɬ,NA,лъ,залилъи,sample,SA,yes 
1973,ɬ,NA,лъ,гъузилалъи,sample,SA,yes
1974,ɬ,NA,лъ,гъузилалъи,х,SA,yes
1975,ɬ,NA,лъ,чIабаралъи,sample,SA,yes
1976,ɬ,NA,лъ,гьинцIалъи,sample,SA,no
1977,ɬ,NA,лъ,гIумрулъи,sample,SA,no
1978,ɬ,NA,лъ,гъванщалъи,sample,SA,yes
1979,ɬ,NA,лъ,гьакьилъи,х,SA,no_time
1980,ɬ,NA,лъ,курорталъи,sample,SA,yes
1981,ɬ,NA,лъ,ушколалъи,sample,SA,no_metaph
1982,ɬ,NA,лъ,институтилъи,sample,SA,no_metaph
1983,ɬː,NA,лълъ,гьантIукIалълъи,sample,SA,no
1984,ɬ,NA,лъ,пакеталъи,sample,SA,yes
1985,ɬ,NA,лъ,ушколалъи,sample,SA,no_metaph
1986,ɬ,a,лъ,каласалъи,х,SA,no_metaph
1987,ɬ,NA,лъ,рēлъи,sample,SA,yes
1988,ɬ,NA,лъ,баранлъи,sample,SA,no_time
1989,ɬ,NA,лъ,гьулъилъи,sample,SA,no
1990,ɬ,NA,лъ,гьулъилъи,х,SA,no
1991,ɬ,NA,лъ,гьинцIцIулъи,sample,SA,yes
1992,ɬ,NA,лъ,кечIилъи,sample,SA,no_metaph
1993,ɬ,NA,лъ,лълъенилъи,sample,SA,no
1994,ɬ,NA,лъ,хъвахъулъи,sample,SA,no
1995,ɬ,NA,лъ,гьунчIалъи,х,SA,no
1996,ɬ,NA,лъ,инссалъи,sample,SA,yes 
1997,ɬ,NA,лъ,гьанкъулъи,х,SA,yes
1998,ɬ,NA,лъ,рагъилъи,sample,SA,no
1999,ɬ,NA,лъ,рагъилъи,х,SA,no
2000,ɬ,NA,лъ,рагъилъи,х,SA,no
2001,ɬ,NA,лъ,пеленалъи,sample,SA,yes
2002,ɬ,NA,лъ,паразникIилъи,sample,SA,no
2003,ɬ,NA,лъ,рищилъи,sample,SA,no
2004,ɬ,NA,лъ,къецилъи,sample,SA,no
2005,ɬ,NA,лъ,кьибдирлъи,sample,SA,no
2006,ɬ,NA,лъ,нāлъилъи,sample,SA,no
